enhet_kode,maned,dimensjon,maling,antall_avvik,antall_rader,andel_avvik_pst
KIR,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,967,13.24
ORT,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,108,997,10.83
MED,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,143,1036,13.8
DPS,2022-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1062,11.39
TSB,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,120,957,12.54
BUP,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1042,13.53
KIR,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1065,12.68
DPS,2023-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,929,13.35
DPS,2024-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,973,12.54
ORT,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1127,12.51
KIR,2024-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1062,12.15
DPS,2024-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1058,12.85
ONK,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1057,12.11
MED,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1060,13.68
ONK,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,151,1066,14.17
KIR,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,937,13.87
DPS,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,255,1876,13.59
DPS,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1052,11.88
MED,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,140,1072,13.06
DPS,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1047,12.23
TSB,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,978,13.19
MED,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,214,1965,10.89
TSB,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1003,12.46
DPS,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1074,11.73
DPS,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1089,12.76
ORT,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,156,1099,14.19
ONK,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1120,12.05
TSB,2024-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1017,12.19
MED,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1079,11.49
ORT,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,134,1031,13.0
ONK,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1111,11.52
MED,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1012,12.94
REH,2024-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,116,1017,11.41
REH,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,971,13.39
REH,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1055,12.23
ONK,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,252,1938,13.0
BUP,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1058,12.76
MED,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,134,1023,13.1
DPS,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1093,12.53
ORT,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,244,1856,13.15
ONK,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1043,13.23
REH,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,247,1885,13.1
REH,2024-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1020,13.63
BUP,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,119,1038,11.46
BUP,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1067,12.28
BUP,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,220,1839,11.96
KIR,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,981,13.15
KIR,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,995,12.16
MED,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1045,13.88
TSB,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,248,1882,13.18
BUP,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,160,1088,14.71
BUP,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1094,11.61
ORT,2024-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1089,11.11
TSB,2024-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1037,12.25
DPS,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1051,12.46
ONK,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1149,12.1
BUP,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1101,13.17
MED,2023-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,978,13.09
KIR,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1038,13.29
ONK,2023-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1028,11.77
BUP,2023-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1087,12.7
BUP,2022-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1073,12.3
ONK,2024-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1069,11.88
KIR,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1058,11.72
ONK,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,147,1133,12.97
REH,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,143,1015,14.09
MED,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,151,1129,13.37
MED,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1048,12.5
TSB,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,254,1860,13.66
ORT,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,1035,11.79
ONK,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1007,12.31
BUP,2024-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,101,1012,9.98
ONK,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1064,11.75
MED,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1027,12.27
TSB,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,150,1057,14.19
MED,2024-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1042,13.05
MED,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1132,11.93
DPS,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,118,1071,11.02
DPS,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,118,1019,11.58
DPS,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,113,963,11.73
MED,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1047,13.09
BUP,2024-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,978,12.68
ORT,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1004,13.15
ONK,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,119,990,12.02
ORT,2024-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1039,13.19
KIR,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1065,12.21
REH,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1072,11.66
DPS,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1026,12.77
TSB,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,112,1045,10.72
ONK,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1050,12.86
REH,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,224,1877,11.93
BUP,2023-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,106,979,10.83
MED,2024-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,146,1110,13.15
ONK,2024-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1115,12.29
TSB,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,119,1038,11.46
TSB,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,209,1800,11.61
REH,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1003,13.06
KIR,2024-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,109,1013,10.76
DPS,2024-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1053,13.2
KIR,2023-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,989,12.44
BUP,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1045,12.44
MED,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,118,1041,11.34
DPS,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,112,1083,10.34
REH,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,150,1087,13.8
KIR,2024-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1001,13.59
BUP,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,110,1028,10.7
TSB,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1005,13.43
REH,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,204,1802,11.32
TSB,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,120,1057,11.35
ORT,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,950,14.32
KIR,2023-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1051,12.08
KIR,2022-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1052,11.88
REH,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,116,1043,11.12
ONK,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1071,12.32
REH,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,125,1043,11.98
TSB,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1075,12.74
REH,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1059,12.46
ORT,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,149,1089,13.68
TSB,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1052,11.69
ORT,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1024,13.48
BUP,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1084,13.01
ORT,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1016,11.91
DPS,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,116,1027,11.3
MED,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,152,1079,14.09
DPS,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1005,12.64
ONK,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,214,1840,11.63
DPS,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1059,12.46
MED,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,148,1084,13.65
ONK,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,117,1072,10.91
MED,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,1007,12.12
DPS,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1077,12.81
MED,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1017,12.59
TSB,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1072,11.94
ONK,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1099,11.28
KIR,2024-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1060,12.74
ONK,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,1088,11.21
DPS,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1026,13.74
MED,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,967,13.03
MED,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,212,1853,11.44
DPS,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,208,1789,11.63
ORT,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1010,13.37
ONK,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1087,12.6
REH,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,134,1040,12.88
DPS,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,135,1050,12.86
ORT,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,143,1070,13.36
ONK,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,140,1034,13.54
BUP,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1039,12.61
ORT,2024-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1028,13.42
ORT,2023-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1041,12.1
DPS,2022-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1026,11.79
REH,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,120,1023,11.73
DPS,2022-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1107,11.74
ORT,2025-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,152,1051,14.46
TSB,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,151,1081,13.97
REH,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1040,12.31
REH,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,115,932,12.34
MED,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1000,13.8
TSB,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,118,933,12.65
TSB,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,126,1003,12.56
DPS,2025-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,257,1963,13.09
ONK,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1018,13.46
ORT,2023-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1039,12.8
KIR,2023-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,168,1098,15.3
TSB,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1057,12.39
REH,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,140,1037,13.5
ORT,2023-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,978,13.5
ORT,2022-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,212,1877,11.29
ONK,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,114,981,11.62
MED,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,114,1036,11.0
BUP,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,962,12.89
KIR,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1065,11.92
BUP,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1019,12.17
KIR,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1056,12.97
KIR,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,238,1886,12.62
MED,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,922,14.43
TSB,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1048,11.83
KIR,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1002,13.67
DPS,2024-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1048,13.45
ONK,2025-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,115,913,12.6
KIR,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,144,1012,14.23
ORT,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,143,1039,13.76
REH,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,124,1048,11.83
KIR,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1054,13.09
BUP,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1051,12.37
ORT,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1035,13.24
DPS,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,142,1064,13.35
DPS,2023-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,115,1009,11.4
DPS,2024-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1094,11.97
DPS,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,1092,11.17
MED,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,120,1041,11.53
REH,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,123,1018,12.08
ONK,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1097,12.67
DPS,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1051,13.13
ONK,2024-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,132,1016,12.99
BUP,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,113,1009,11.2
DPS,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,139,1088,12.78
KIR,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,241,1919,12.56
TSB,2023-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1074,12.85
TSB,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,134,1012,13.24
DPS,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1058,12.1
MED,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1028,12.94
KIR,2024-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1016,12.6
DPS,2024-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,150,1119,13.4
MED,2024-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1037,13.11
ONK,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1017,12.49
REH,2022-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,122,1005,12.14
MED,2025-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,110,1025,10.73
ONK,2022-02-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,969,13.31
MED,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1034,12.38
KIR,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,169,1179,14.33
MED,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,119,1097,10.85
MED,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,156,1031,15.13
KIR,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,136,1020,13.33
ONK,2025-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,138,1074,12.85
DPS,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,233,1825,12.77
KIR,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,118,1037,11.38
KIR,2024-07-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,114,1044,10.92
KIR,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,142,1042,13.63
ONK,2023-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1065,12.49
KIR,2024-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,148,1028,14.4
BUP,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,153,1132,13.52
DPS,2024-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,115,1046,10.99
REH,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,143,1070,13.36
ORT,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,113,978,11.55
ONK,2022-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,133,1081,12.3
KIR,2023-04-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,981,12.33
TSB,2025-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,134,1070,12.52
KIR,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1089,11.11
BUP,2023-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,203,1827,11.11
REH,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1040,12.4
ORT,2022-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,134,1081,12.4
TSB,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,157,1088,14.43
ORT,2025-01-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,141,1063,13.26
TSB,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,121,1038,11.66
MED,2022-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,144,1037,13.89
KIR,2025-09-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1057,12.96
REH,2023-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,131,1030,12.72
DPS,2022-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,130,1060,12.26
REH,2025-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,144,1090,13.21
ONK,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,137,1048,13.07
REH,2023-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,127,1063,11.95
TSB,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,246,1881,13.08
REH,2024-12-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,214,1903,11.25
REH,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,142,1029,13.8
MED,2022-06-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,105,1046,10.04
TSB,2025-03-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,128,1063,12.04
ORT,2022-10-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,116,1070,10.84
ORT,2025-11-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,129,1061,12.16
ORT,2024-08-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,116,1036,11.2
TSB,2025-05-01 00:00:00,Entydighet,Diagnosekode med skiftende betydning,145,1063,13.64
